<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.16	02:30:00	1820.93	1822.26	1820.34	1821.66	1520	0	5
2021.02.16	03:00:00	1821.66	1823.68	1820.53	1823.62	1801	0	5
2021.02.16	03:30:00	1823.67	1825.43	1822.77	1824.81	2289	0	5
2021.02.16	04:00:00	1824.81	1826.22	1824.06	1824.99	1890	0	5
2021.02.16	04:30:00	1825.02	1825.14	1823.32	1823.83	1255	0	5
2021.02.16	05:00:00	1823.77	1824.82	1823.70	1824.26	1111	0	5
2021.02.16	05:30:00	1824.26	1826.42	1823.85	1826.24	1680	0	5
2021.02.16	06:00:00	1826.24	1826.35	1825.22	1825.93	1594	0	5
2021.02.16	06:30:00	1825.93	1826.03	1824.03	1824.57	1262	0	5
2021.02.16	07:00:00	1824.55	1825.67	1821.78	1822.45	1796	0	5
2021.02.16	07:30:00	1822.45	1822.47	1820.49	1821.14	2762	0	5
2021.02.16	08:00:00	1821.17	1823.45	1820.02	1823.33	2354	0	5
2021.02.16	08:30:00	1823.33	1824.15	1822.84	1823.53	1765	0	5
2021.02.16	09:00:00	1823.55	1824.16	1820.64	1820.70	2358	0	5
2021.02.16	09:30:00	1820.70	1821.06	1818.87	1820.63	2574	0	5
2021.02.16	10:00:00	1820.62	1821.69	1819.47	1821.21	3163	0	5
2021.02.16	10:30:00	1821.21	1824.27	1820.56	1823.68	3007	0	5
2021.02.16	11:00:00	1823.68	1823.83	1822.24	1823.19	2527	0	5
2021.02.16	11:30:00	1823.21	1825.46	1822.91	1824.05	2787	0	5
2021.02.16	12:00:00	1824.05	1824.87	1822.96	1824.51	2429	0	5
2021.02.16	12:30:00	1824.51	1825.64	1822.79	1822.88	2460	0	5
2021.02.16	13:00:00	1822.85	1823.66	1820.22	1820.90	2753	0	5
2021.02.16	13:30:00	1820.97	1821.70	1815.17	1816.11	3471	0	5
2021.02.16	14:00:00	1816.12	1818.85	1815.35	1817.19	3512	0	5
2021.02.16	14:30:00	1817.19	1817.30	1806.70	1807.44	5494	0	5
2021.02.16	15:00:00	1807.35	1812.81	1803.48	1806.75	7073	0	5
2021.02.16	15:30:00	1806.74	1806.74	1796.29	1796.76	8004	0	5
2021.02.16	16:00:00	1796.76	1798.84	1789.61	1793.44	8130	0	5
2021.02.16	16:30:00	1793.59	1797.92	1789.48	1791.57	8910	0	5
2021.02.16	17:00:00	1791.62	1812.56	1790.88	1809.62	9542	0	5
2021.02.16	17:30:00	1809.64	1814.33	1808.79	1813.66	7011	0	5
2021.02.16	18:00:00	1813.66	1814.02	1803.29	1803.62	6291	0	5
2021.02.16	18:30:00	1803.60	1804.67	1796.28	1796.64	5796	0	5
2021.02.16	19:00:00	1796.64	1797.19	1793.25	1795.70	5656	0	5
2021.02.16	19:30:00	1795.72	1797.54	1794.81	1796.62	3334	0	5
2021.02.16	20:00:00	1796.62	1800.72	1796.39	1799.75	3043	0	5
2021.02.16	20:30:00	1799.72	1799.96	1796.54	1796.69	2377	0	5
2021.02.16	21:00:00	1796.69	1797.07	1793.95	1793.99	2282	0	5
2021.02.16	21:30:00	1793.95	1795.46	1793.74	1795.28	2589	0	5
2021.02.16	22:00:00	1795.28	1796.33	1793.90	1795.76	2088	0	5
2021.02.16	22:30:00	1795.70	1796.23	1794.47	1795.24	2340	0	5
2021.02.16	23:00:00	1795.24	1795.95	1793.71	1794.17	1104	0	5
2021.02.16	23:30:00	1794.12	1794.90	1793.66	1794.28	1319	0	5
2021.02.17	01:00:00	1793.31	1794.58	1786.90	1788.15	2554	0	5
2021.02.17	01:30:00	1788.15	1791.44	1788.05	1788.38	1903	0	5
2021.02.17	02:00:00	1788.51	1789.53	1787.58	1788.81	2484	0	5
2021.02.17	02:30:00	1788.84	1789.37	1786.64	1789.05	2261	0	5
2021.02.17	03:00:00	1789.01	1792.43	1787.72	1791.28	2529	0	5
2021.02.17	03:30:00	1791.27	1792.01	1789.73	1791.09	1985	0	5
2021.02.17	04:00:00	1791.03	1793.81	1791.03	1792.66	2260	0	5
2021.02.17	04:30:00	1792.74	1794.27	1792.04	1794.17	1765	0	5
2021.02.17	05:00:00	1794.13	1795.15	1793.01	1793.02	1586	0	5
2021.02.17	05:30:00	1792.99	1793.43	1791.91	1793.42	1406	0	5
2021.02.17	06:00:00	1793.42	1793.82	1792.07	1792.25	1234	0	5
2021.02.17	06:30:00	1792.25	1793.80	1791.90	1792.93	1232	0	5
2021.02.17	07:00:00	1792.91	1793.54	1792.07	1792.18	1320	0	5
2021.02.17	07:30:00	1792.16	1792.79	1789.29	1791.90	2139	0	5
2021.02.17	08:00:00	1792.11	1792.31	1788.65	1789.64	2254	0	5
2021.02.17	08:30:00	1789.63	1793.98	1789.20	1792.70	2138	0	5
2021.02.17	09:00:00	1792.75	1793.59	1788.62	1789.36	3208	0	5
2021.02.17	09:30:00	1789.36	1791.81	1788.44	1789.98	3154	0	5
2021.02.17	10:00:00	1789.93	1790.86	1783.86	1786.84	5228	0	5
2021.02.17	10:30:00	1786.84	1789.80	1786.54	1787.69	3954	0	5
2021.02.17	11:00:00	1787.70	1789.38	1785.03	1786.64	3433	0	5
2021.02.17	11:30:00	1786.63	1786.71	1783.68	1786.00	3520	0	5
2021.02.17	12:00:00	1786.00	1788.08	1785.38	1785.38	2904	0	5
2021.02.17	12:30:00	1785.38	1789.54	1785.28	1789.34	2894	0	5
2021.02.17	13:00:00	1789.33	1789.71	1787.64	1788.48	2435	0	5
2021.02.17	13:30:00	1788.48	1791.17	1786.67	1790.82	2706	0	5
2021.02.17	14:00:00	1790.82	1791.86	1788.91	1790.79	3251	0	5
2021.02.17	14:30:00	1790.79	1793.26	1789.67	1792.19	3193	0	5
2021.02.17	15:00:00	1792.20	1793.46	1777.86	1778.10	6228	0	5
2021.02.17	15:30:00	1778.29	1781.86	1774.01	1778.90	9513	0	5
2021.02.17	16:00:00	1778.90	1783.06	1775.79	1781.12	7136	0	5
2021.02.17	16:30:00	1781.05	1785.04	1779.33	1781.53	8498	0	5
2021.02.17	17:00:00	1781.53	1782.61	1777.25	1778.88	6798	0	5
2021.02.17	17:30:00	1778.94	1779.22	1770.93	1773.81	5985	0	5
2021.02.17	18:00:00	1773.75	1776.14	1769.47	1773.16	6619	0	5
2021.02.17	18:30:00	1773.13	1780.10	1772.84	1777.94	5264	0	5
2021.02.17	19:00:00	1777.95	1779.85	1776.45	1778.93	3763	0	5
2021.02.17	19:30:00	1778.94	1780.19	1775.41	1775.86	3603	0	5
2021.02.17	20:00:00	1775.80	1776.79	1773.33	1773.33	4418	0	5
2021.02.17	20:30:00	1773.37	1776.48	1771.48	1775.38	3258	0	5
2021.02.17	21:00:00	1775.38	1776.00	1771.91	1771.97	3000	0	5
2021.02.17	21:30:00	1771.92	1773.59	1771.13	1771.98	3081	0	5
2021.02.17	22:00:00	1771.93	1774.26	1771.77	1773.70	2141	0	5
2021.02.17	22:30:00	1773.70	1775.46	1772.95	1774.62	2129	0	5
2021.02.17	23:00:00	1774.62	1775.84	1774.62	1775.70	951	0	5
2021.02.17	23:30:00	1775.72	1777.24	1775.26	1776.08	976	0	5
2021.02.18	01:00:00	1776.29	1778.60	1775.69	1776.26	1384	0	5
2021.02.18	01:30:00	1776.26	1778.37	1776.10	1778.15	1415	0	5
2021.02.18	02:00:00	1778.05	1779.76	1777.02	1779.49	1456	0	5
2021.02.18	02:30:00	1779.48	1780.96	1778.48	1780.95	2128	0	5
2021.02.18	03:00:00	1780.95	1783.11	1778.76	1779.61	4550	0	5
2021.02.18	03:30:00	1779.58	1780.83	1777.79	1780.80	3444	0	5
2021.02.18	04:00:00	1780.79	1781.69	1778.31	1781.61	2223	0	5
2021.02.18	04:30:00	1781.61	1783.34	1781.61	1783.15	2319	0	5
2021.02.18	05:00:00	1783.15	1785.83	1783.00	1783.08	2644	0	5
2021.02.18	05:30:00	1783.08	1783.72	1782.65	1783.28	1377	0	5
2021.02.18	06:00:00	1783.28	1783.96	1782.67	1783.48	1621	0	5
2021.02.18	06:30:00	1783.51	1783.78	1782.61	1782.67	1230	0	5
2021.02.18	07:00:00	1782.66	1783.57	1782.01	1782.44	1415	0	5
2021.02.18	07:30:00	1782.45	1784.53	1782.27	1783.83	2491	0	5
2021.02.18	08:00:00	1783.83	1784.21	1781.97	1782.65	2280	0	5
2021.02.18	08:30:00	1782.66	1783.72	1781.85	1782.59	2196	0	5
2021.02.18	09:00:00	1782.61	1783.67	1781.36	1781.60	2439	0	5
2021.02.18	09:30:00	1781.60	1783.96	1779.71	1782.16	3216	0	5
2021.02.18	10:00:00	1782.13	1783.55	1778.87	1782.59	4070	0	5
2021.02.18	10:30:00	1782.58	1789.01	1780.74	1787.73	4707	0	5
2021.02.18	11:00:00	1787.73	1788.57	1785.28	1785.95	3655	0	5
2021.02.18	11:30:00	1785.92	1787.84	1785.05	1787.45	3253	0	5
2021.02.18	12:00:00	1787.41	1787.41	1781.35	1782.65	3276	0	5
2021.02.18	12:30:00	1782.62	1785.07	1782.24	1784.99	2764	0	5
2021.02.18	13:00:00	1784.99	1786.25	1783.91	1785.46	3016	0	5
2021.02.18	13:30:00	1785.46	1786.76	1783.54	1784.12	2638	0	5
2021.02.18	14:00:00	1784.09	1784.66	1778.94	1780.57	3511	0	5
2021.02.18	14:30:00	1780.56	1785.41	1780.50	1784.12	3747	0	5
2021.02.18	15:00:00	1784.20	1789.62	1782.56	1784.27	5337	0	5
2021.02.18	15:30:00	1784.27	1787.22	1781.92	1786.11	5610	0	5
2021.02.18	16:00:00	1786.11	1786.13	1778.90	1781.62	6431	0	5
2021.02.18	16:30:00	1781.51	1784.77	1773.12	1775.81	9200	0	5
2021.02.18	17:00:00	1775.75	1775.76	1768.42	1772.38	8624	0	5
2021.02.18	17:30:00	1772.38	1779.41	1771.00	1778.49	6992	0	5
2021.02.18	18:00:00	1778.52	1780.10	1776.71	1777.10	5536	0	5
2021.02.18	18:30:00	1777.07	1777.10	1773.97	1776.65	4113	0	5
2021.02.18	19:00:00	1776.65	1778.00	1774.13	1777.47	3672	0	5
2021.02.18	19:30:00	1777.50	1778.13	1775.65	1775.99	2785	0	5
2021.02.18	20:00:00	1775.99	1776.40	1772.79	1776.16	3780	0	5
2021.02.18	20:30:00	1776.16	1776.60	1774.31	1774.33	2460	0	5
2021.02.18	21:00:00	1774.33	1776.10	1774.05	1775.79	2000	0	5
2021.02.18	21:30:00	1775.79	1776.02	1774.40	1775.40	1911	0	5
2021.02.18	22:00:00	1775.36	1775.47	1774.33	1774.65	1747	0	5
2021.02.18	22:30:00	1774.63	1775.29	1774.03	1774.65	1892	0	5
2021.02.18	23:00:00	1774.61	1776.50	1774.09	1776.47	1109	0	5
2021.02.18	23:30:00	1776.42	1776.92	1775.19	1775.65	1124	0	5
2021.02.19	01:00:00	1775.83	1777.21	1774.53	1775.69	1230	0	5
2021.02.19	01:30:00	1775.69	1776.98	1770.02	1771.61	2053	0	5
2021.02.19	02:00:00	1771.55	1773.05	1767.79	1769.12	3522	0	5
2021.02.19	02:30:00	1769.12	1770.38	1766.48	1769.51	2926	0	5
2021.02.19	03:00:00	1769.51	1770.73	1760.64	1761.77	5909	0	5
2021.02.19	03:30:00	1761.77	1767.88	1760.65	1767.16	4647	0	5
2021.02.19	04:00:00	1767.16	1768.16	1764.01	1767.79	3050	0	5
2021.02.19	04:30:00	1767.77	1770.70	1765.61	1770.06	3824	0	5
2021.02.19	05:00:00	1770.06	1770.10	1768.26	1769.48	2326	0	5
2021.02.19	05:30:00	1769.48	1769.84	1767.64	1767.93	1505	0	5
2021.02.19	06:00:00	1767.90	1768.28	1764.93	1765.89	1602	0	5
2021.02.19	06:30:00	1765.89	1768.04	1765.85	1767.91	1809	0	5
2021.02.19	07:00:00	1767.91	1770.16	1767.78	1768.51	1975	0	5
2021.02.19	07:30:00	1768.51	1773.69	1768.11	1772.60	3273	0	5
2021.02.19	08:00:00	1772.56	1777.63	1771.82	1772.50	3658	0	5
2021.02.19	08:30:00	1772.54	1773.87	1770.27	1772.10	2845	0	5
2021.02.19	09:00:00	1772.08	1773.28	1770.56	1771.45	2971	0	5
2021.02.19	09:30:00	1771.45	1774.28	1769.10	1774.01	2917	0	5
2021.02.19	10:00:00	1774.05	1775.21	1771.05	1772.76	3740	0	5
2021.02.19	10:30:00	1773.07	1775.35	1772.62	1774.41	4089	0	5
2021.02.19	11:00:00	1774.41	1775.14	1772.73	1774.41	2949	0	5
2021.02.19	11:30:00	1774.60	1774.74	1770.38	1771.22	3183	0	5
2021.02.19	12:00:00	1771.08	1773.14	1769.47	1773.12	3052	0	5
2021.02.19	12:30:00	1773.12	1774.03	1770.50	1772.12	2984	0	5
2021.02.19	13:00:00	1772.12	1772.36	1770.83	1771.33	2328	0	5
2021.02.19	13:30:00	1771.38	1772.76	1767.87	1768.91	2745	0	5
2021.02.19	14:00:00	1768.88	1773.14	1768.77	1773.11	2914	0	5
2021.02.19	14:30:00	1773.07	1774.51	1772.19	1773.89	3139	0	5
2021.02.19	15:00:00	1773.89	1775.06	1770.90	1772.93	5057	0	5
2021.02.19	15:30:00	1772.93	1784.17	1769.42	1783.29	6736	0	5
2021.02.19	16:00:00	1783.32	1787.40	1778.14	1779.02	7531	0	5
2021.02.19	16:30:00	1778.90	1791.63	1777.99	1786.93	8131	0	5
2021.02.19	17:00:00	1786.91	1787.39	1779.55	1781.60	6899	0	5
2021.02.19	17:30:00	1781.56	1786.06	1781.03	1785.87	5845	0	5
2021.02.19	18:00:00	1785.84	1787.91	1783.98	1785.89	4865	0	5
2021.02.19	18:30:00	1785.97	1787.47	1782.83	1783.48	4096	0	5
2021.02.19	19:00:00	1783.41	1785.07	1780.24	1782.01	4382	0	5
2021.02.19	19:30:00	1782.06	1783.51	1778.46	1783.11	4924	0	5
2021.02.19	20:00:00	1783.13	1783.22	1777.76	1778.44	5115	0	5
2021.02.19	20:30:00	1778.44	1781.15	1777.36	1780.40	3161	0	5
2021.02.19	21:00:00	1780.53	1781.37	1778.96	1779.44	2406	0	5
2021.02.19	21:30:00	1779.44	1780.75	1779.38	1780.25	2201	0	5
2021.02.19	22:00:00	1780.23	1782.46	1779.55	1782.31	1968	0	5
2021.02.19	22:30:00	1782.31	1782.68	1780.72	1781.92	2023	0	5
2021.02.19	23:00:00	1781.92	1782.15	1781.06	1781.87	630	0	5
2021.02.19	23:30:00	1781.87	1783.98	1781.52	1783.91	794	0	5
2021.02.22	01:00:00	1782.16	1788.13	1781.28	1783.11	3363	0	5
2021.02.22	01:30:00	1783.11	1785.38	1781.89	1783.41	2013	0	5
2021.02.22	02:00:00	1783.56	1786.00	1782.52	1784.18	2487	0	5
2021.02.22	02:30:00	1784.32	1786.38	1784.13	1785.39	2598	0	5
2021.02.22	03:00:00	1785.42	1789.71	1785.06	1789.21	5725	0	5
2021.02.22	03:30:00	1789.19	1789.62	1785.60	1786.69	4441	0	5
2021.02.22	04:00:00	1786.68	1787.19	1783.88	1785.93	3440	0	5
2021.02.22	04:30:00	1785.93	1787.97	1783.42	1783.56	3868	0	5
2021.02.22	05:00:00	1783.55	1786.16	1782.69	1785.37	3421	0	5
2021.02.22	05:30:00	1785.44	1785.59	1780.68	1783.79	2374	0	5
2021.02.22	06:00:00	1783.76	1785.15	1783.62	1784.87	1780	0	5
2021.02.22	06:30:00	1784.87	1785.26	1783.51	1784.86	1733	0	5
2021.02.22	07:00:00	1784.83	1787.39	1784.83	1786.43	2194	0	5
2021.02.22	07:30:00	1786.47	1790.32	1786.32	1789.41	3701	0	5
2021.02.22	08:00:00	1789.41	1795.04	1788.92	1793.35	4142	0	5
2021.02.22	08:30:00	1793.30	1793.84	1790.29	1790.87	2730	0	5
2021.02.22	09:00:00	1790.87	1793.49	1788.82	1791.85	4523	0	5
2021.02.22	09:30:00	1791.87	1795.05	1791.20	1794.51	4152	0	5
2021.02.22	10:00:00	1794.50	1795.36	1790.24	1791.74	5814	0	5
2021.02.22	10:30:00	1791.74	1794.88	1791.00	1794.30	3716	0	5
2021.02.22	11:00:00	1794.25	1798.42	1793.43	1797.51	4163	0	5
2021.02.22	11:30:00	1797.47	1799.22	1796.13	1797.44	3750	0	5
2021.02.22	12:00:00	1797.46	1798.49	1795.87	1796.35	2864	0	5
2021.02.22	12:30:00	1796.33	1798.02	1795.86	1796.18	2754	0	5
2021.02.22	13:00:00	1796.16	1798.08	1796.16	1797.61	2384	0	5
2021.02.22	13:30:00	1797.61	1798.31	1794.43	1795.23	2937	0	5
2021.02.22	14:00:00	1795.15	1797.58	1793.97	1794.30	3125	0	5
2021.02.22	14:30:00	1794.30	1795.30	1793.50	1794.69	3339	0	5
2021.02.22	15:00:00	1794.78	1802.59	1794.66	1796.19	7401	0	5
2021.02.22	15:30:00	1795.99	1800.43	1793.81	1797.47	7425	0	5
2021.02.22	16:00:00	1797.48	1799.18	1793.87	1798.08	5992	0	5
2021.02.22	16:30:00	1798.08	1808.35	1795.23	1804.72	10171	0	5
2021.02.22	17:00:00	1804.72	1808.74	1803.29	1808.52	8504	0	5
2021.02.22	17:30:00	1808.52	1810.18	1806.95	1809.00	7442	0	5
2021.02.22	18:00:00	1809.05	1811.25	1807.46	1810.52	5664	0	5
2021.02.22	18:30:00	1810.52	1812.60	1809.04	1811.54	4892	0	5
2021.02.22	19:00:00	1811.54	1812.69	1809.88	1810.12	4272	0	5
2021.02.22	19:30:00	1810.20	1810.84	1807.34	1809.18	3964	0	5
2021.02.22	20:00:00	1809.23	1810.68	1808.03	1808.90	3594	0	5
2021.02.22	20:30:00	1808.88	1810.35	1808.19	1808.53	2793	0	5
2021.02.22	21:00:00	1808.53	1809.52	1806.58	1807.97	2632	0	5
2021.02.22	21:30:00	1807.93	1809.47	1807.79	1808.10	2333	0	5
2021.02.22	22:00:00	1808.12	1808.37	1806.23	1807.87	2774	0	5
2021.02.22	22:30:00	1807.87	1809.91	1807.54	1808.25	2549	0	5
2021.02.22	23:00:00	1808.23	1808.59	1807.48	1807.65	1524	0	5
2021.02.22	23:30:00	1807.62	1809.64	1807.58	1809.60	1143	0	5
2021.02.23	01:00:00	1809.29	1811.21	1808.66	1809.51	1354	0	5
2021.02.23	01:30:00	1809.56	1811.61	1809.50	1810.43	1431	0	5
2021.02.23	02:00:00	1810.43	1810.54	1808.27	1808.67	1709	0	5
2021.02.23	02:30:00	1808.64	1810.16	1808.10	1809.65	1782	0	5
2021.02.23	03:00:00	1809.65	1810.55	1806.25	1809.97	4332	0	5
2021.02.23	03:30:00	1809.97	1814.21	1809.21	1813.23	3853	0	5
2021.02.23	04:00:00	1813.18	1813.69	1810.88	1812.12	1986	0	5
2021.02.23	04:30:00	1812.12	1815.86	1812.06	1815.37	2691	0	5
2021.02.23	05:00:00	1815.35	1816.01	1811.52	1812.82	3696	0	5
2021.02.23	05:30:00	1812.80	1813.25	1812.22	1813.20	965	0	5
2021.02.23	06:00:00	1813.20	1813.38	1811.49	1811.98	1154	0	5
2021.02.23	06:30:00	1811.98	1813.22	1811.94	1812.72	1191	0	5
2021.02.23	07:00:00	1812.68	1812.82	1810.31	1810.45	1471	0	5
2021.02.23	07:30:00	1810.45	1813.38	1809.80	1812.67	3183	0	5
2021.02.23	08:00:00	1812.68	1814.66	1811.16	1811.97	3196	0	5
2021.02.23	08:30:00	1811.92	1814.27	1810.88	1812.03	2759	0	5
2021.02.23	09:00:00	1812.03	1813.18	1809.28	1810.16	3661	0	5
2021.02.23	09:30:00	1810.10	1811.35	1808.20	1808.58	2835	0	5
2021.02.23	10:00:00	1808.68	1810.19	1807.52	1808.56	3951	0	5
2021.02.23	10:30:00	1808.59	1811.54	1806.61	1810.12	3655	0	5
2021.02.23	11:00:00	1810.13	1810.24	1805.20	1806.40	4493	0	5
2021.02.23	11:30:00	1806.47	1807.50	1803.87	1804.24	3498	0	5
2021.02.23	12:00:00	1804.21	1808.46	1803.64	1807.73	3717	0	5
2021.02.23	12:30:00	1807.73	1809.56	1804.98	1805.77	3303	0	5
2021.02.23	13:00:00	1805.77	1808.43	1805.36	1806.91	3293	0	5
2021.02.23	13:30:00	1806.93	1809.57	1806.72	1809.15	2654	0	5
2021.02.23	14:00:00	1809.14	1812.82	1808.77	1810.00	3421	0	5
2021.02.23	14:30:00	1810.00	1811.20	1808.54	1810.03	2626	0	5
2021.02.23	15:00:00	1810.01	1811.68	1808.22	1809.82	5019	0	5
2021.02.23	15:30:00	1809.79	1811.31	1807.04	1809.64	4678	0	5
2021.02.23	16:00:00	1809.74	1810.17	1806.03	1808.04	4885	0	5
2021.02.23	16:30:00	1807.94	1807.98	1795.60	1801.55	10689	0	5
2021.02.23	17:00:00	1801.54	1809.42	1799.18	1808.44	9562	0	5
2021.02.23	17:30:00	1808.39	1810.86	1805.91	1806.97	7350	0	5
2021.02.23	18:00:00	1807.01	1807.23	1802.33	1804.84	6161	0	5
2021.02.23	18:30:00	1804.84	1807.72	1804.27	1807.22	5040	0	5
2021.02.23	19:00:00	1807.15	1809.38	1806.95	1808.43	4313	0	5
2021.02.23	19:30:00	1808.44	1808.68	1806.27	1806.93	4216	0	5
2021.02.23	20:00:00	1806.93	1807.76	1806.08	1806.57	3625	0	5
2021.02.23	20:30:00	1806.57	1806.57	1801.76	1803.88	3192	0	5
2021.02.23	21:00:00	1803.88	1804.58	1803.23	1804.22	2572	0	5
2021.02.23	21:30:00	1804.19	1805.30	1803.67	1803.69	2617	0	5
2021.02.23	22:00:00	1803.71	1806.17	1803.67	1805.22	2567	0	5
2021.02.23	22:30:00	1805.22	1805.82	1804.39	1804.80	2863	0	5
2021.02.23	23:00:00	1804.82	1805.91	1804.66	1804.73	1114	0	5
2021.02.23	23:30:00	1804.72	1805.73	1804.55	1805.44	978	0	9
2021.02.24	01:00:00	1804.83	1806.87	1804.80	1806.22	1515	0	5
2021.02.24	01:30:00	1806.20	1807.82	1805.78	1805.78	1531	0	5
2021.02.24	02:00:00	1805.79	1807.44	1805.12	1806.18	1766	0	5
2021.02.24	02:30:00	1806.19	1808.03	1806.07	1807.42	1726	0	5
2021.02.24	03:00:00	1807.41	1811.24	1807.25	1809.94	4872	0	5
2021.02.24	03:30:00	1809.94	1813.71	1809.23	1812.02	3367	0	5
2021.02.24	04:00:00	1812.04	1812.94	1810.55	1812.79	2248	0	5
2021.02.24	04:30:00	1812.79	1813.94	1809.90	1810.24	2910	0	5
2021.02.24	05:00:00	1810.23	1811.16	1808.43	1809.59	2536	0	5
2021.02.24	05:30:00	1809.61	1810.23	1808.69	1808.89	1833	0	5
2021.02.24	06:00:00	1808.91	1809.15	1807.23	1808.54	1728	0	5
2021.02.24	06:30:00	1808.54	1809.41	1808.31	1809.24	1285	0	5
2021.02.24	07:00:00	1809.21	1809.66	1807.95	1808.43	1729	0	5
2021.02.24	07:30:00	1808.40	1810.11	1807.49	1809.55	2633	0	5
2021.02.24	08:00:00	1809.55	1809.62	1806.01	1807.91	3405	0	5
2021.02.24	08:30:00	1807.97	1809.21	1807.16	1808.28	2427	0	5
2021.02.24	09:00:00	1808.28	1808.66	1807.06	1807.51	2891	0	5
2021.02.24	09:30:00	1807.50	1807.79	1804.52	1806.01	2771	0	5
2021.02.24	10:00:00	1806.01	1809.39	1805.64	1807.67	4038	0	5
2021.02.24	10:30:00	1807.67	1809.85	1805.47	1806.01	4163	0	5
2021.02.24	11:00:00	1806.01	1808.51	1804.60	1806.00	4041	0	5
2021.02.24	11:30:00	1806.00	1806.26	1803.09	1804.38	3744	0	5
2021.02.24	12:00:00	1804.42	1806.35	1804.08	1804.56	2781	0	5
2021.02.24	12:30:00	1804.59	1808.94	1804.53	1807.10	3007	0	5
2021.02.24	13:00:00	1807.06	1809.53	1806.46	1809.13	2614	0	5
2021.02.24	13:30:00	1809.16	1809.93	1807.96	1808.56	2527	0	5
2021.02.24	14:00:00	1808.58	1810.20	1808.18	1809.04	2930	0	5
2021.02.24	14:30:00	1809.02	1809.71	1805.40	1806.59	3344	0	5
2021.02.24	15:00:00	1806.56	1808.67	1799.62	1802.37	6400	0	5
2021.02.24	15:30:00	1802.36	1802.88	1787.88	1790.68	8460	0	5
2021.02.24	16:00:00	1790.71	1794.34	1788.07	1788.57	7239	0	5
2021.02.24	16:30:00	1788.49	1791.12	1783.63	1785.67	9707	0	5
2021.02.24	17:00:00	1785.62	1796.08	1783.69	1791.77	8453	0	5
2021.02.24	17:30:00	1791.76	1795.16	1788.07	1794.99	6839	0	5
2021.02.24	18:00:00	1794.99	1799.55	1790.60	1796.58	6106	0	5
2021.02.24	18:30:00	1796.58	1802.39	1796.34	1802.04	5612	0	5
2021.02.24	19:00:00	1802.06	1804.45	1799.72	1800.35	4827	0	5
2021.02.24	19:30:00	1800.35	1801.44	1798.25	1798.37	3265	0	5
2021.02.24	20:00:00	1798.34	1799.20	1795.23	1798.65	3964	0	5
2021.02.24	20:30:00	1798.60	1799.82	1796.73	1797.60	3232	0	5
2021.02.24	21:00:00	1797.60	1799.43	1796.60	1798.38	3115	0	5
2021.02.24	21:30:00	1798.45	1799.34	1796.87	1797.30	2437	0	5
2021.02.24	22:00:00	1797.30	1800.32	1797.22	1799.74	2468	0	5
2021.02.24	22:30:00	1799.74	1803.32	1799.58	1802.50	2219	0	5
2021.02.24	23:00:00	1802.53	1803.65	1802.25	1802.31	1166	0	5
2021.02.24	23:30:00	1802.32	1805.58	1802.31	1804.71	1466	0	5
2021.02.25	01:00:00	1805.05	1805.27	1802.79	1803.35	1119	0	5
2021.02.25	01:30:00	1803.37	1804.06	1802.75	1803.07	1307	0	5
2021.02.25	02:00:00	1803.07	1804.23	1801.49	1801.97	1617	0	5
2021.02.25	02:30:00	1801.97	1802.42	1798.31	1798.31	1937	0	5
2021.02.25	03:00:00	1798.31	1801.97	1798.31	1801.64	4746	0	5
2021.02.25	03:30:00	1801.64	1802.93	1796.82	1797.00	3835	0	5
2021.02.25	04:00:00	1796.96	1800.00	1796.70	1799.88	2794	0	5
2021.02.25	04:30:00	1799.92	1800.19	1794.51	1796.48	3396	0	5
2021.02.25	05:00:00	1796.51	1797.73	1793.92	1796.15	3048	0	5
2021.02.25	05:30:00	1796.16	1796.75	1795.14	1796.73	1492	0	5
2021.02.25	06:00:00	1796.74	1799.06	1796.02	1797.73	1707	0	5
2021.02.25	06:30:00	1797.73	1799.02	1797.53	1797.96	1467	0	5
2021.02.25	07:00:00	1797.92	1798.37	1796.73	1797.49	1808	0	5
2021.02.25	07:30:00	1797.52	1801.07	1796.29	1800.63	3672	0	5
2021.02.25	08:00:00	1800.67	1801.23	1794.03	1796.23	4429	0	5
2021.02.25	08:30:00	1796.18	1796.96	1793.31	1796.75	3537	0	5
2021.02.25	09:00:00	1796.68	1796.68	1790.51	1791.79	3740	0	5
2021.02.25	09:30:00	1791.80	1794.79	1791.47	1794.54	3562	0	5
2021.02.25	10:00:00	1794.54	1794.57	1788.89	1789.31	5026	0	5
2021.02.25	10:30:00	1789.30	1791.38	1787.84	1790.42	4189	0	5
2021.02.25	11:00:00	1790.45	1792.64	1787.32	1789.84	4472	0	5
2021.02.25	11:30:00	1789.84	1794.71	1789.05	1794.39	3591	0	5
2021.02.25	12:00:00	1794.43	1795.16	1791.84	1791.99	3453	0	5
2021.02.25	12:30:00	1791.99	1794.77	1791.79	1794.77	4232	0	5
2021.02.25	13:00:00	1794.79	1795.24	1788.23	1789.34	4312	0	5
2021.02.25	13:30:00	1789.34	1789.53	1781.39	1786.70	6019	0	5
2021.02.25	14:00:00	1786.83	1789.81	1784.62	1789.45	4781	0	5
2021.02.25	14:30:00	1789.42	1790.69	1786.10	1787.65	4506	0	5
2021.02.25	15:00:00	1787.66	1790.35	1781.33	1783.17	6672	0	5
