<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.22	11:30:00	2029.74	2030.84	2028.45	2030.24	3508	0	25
2024.02.22	12:00:00	2030.22	2031.17	2029.15	2031.04	2417	0	25
2024.02.22	12:30:00	2031.04	2031.10	2029.12	2029.40	1875	0	25
2024.02.22	13:00:00	2029.43	2029.72	2027.23	2028.07	2636	0	25
2024.02.22	13:30:00	2028.07	2029.58	2027.69	2028.93	2454	0	25
2024.02.22	14:00:00	2028.93	2029.81	2028.12	2029.15	2903	0	25
2024.02.22	14:30:00	2029.12	2029.81	2027.62	2028.20	3356	0	25
2024.02.22	15:00:00	2028.20	2028.56	2024.92	2026.73	5327	0	25
2024.02.22	15:30:00	2026.74	2027.93	2023.01	2025.60	7628	0	25
2024.02.22	16:00:00	2025.61	2026.70	2024.34	2025.24	4823	0	25
2024.02.22	16:30:00	2025.24	2026.06	2021.87	2024.92	9041	0	25
2024.02.22	17:00:00	2024.90	2025.29	2020.16	2020.80	8690	0	25
2024.02.22	17:30:00	2020.70	2024.40	2020.59	2023.29	6718	0	25
