<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.21	19:45:00	2022.66	2024.49	2022.57	2024.16	1425	0	25
2024.02.21	20:00:00	2024.18	2024.48	2021.51	2023.38	3025	0	25
2024.02.21	20:15:00	2023.41	2024.64	2022.96	2023.13	2166	0	25
2024.02.21	20:30:00	2023.14	2023.64	2022.29	2022.92	2044	0	25
2024.02.21	20:45:00	2022.93	2022.93	2021.44	2022.00	1429	0	25
2024.02.21	21:00:00	2021.94	2026.10	2019.99	2025.21	3944	0	25
2024.02.21	21:15:00	2025.13	2025.51	2023.64	2024.89	2328	0	25
2024.02.21	21:30:00	2024.88	2026.47	2024.62	2025.05	1682	0	25
2024.02.21	21:45:00	2025.05	2026.26	2025.05	2025.96	2038	0	25
2024.02.21	22:00:00	2025.90	2026.95	2025.44	2025.71	1945	0	25
2024.02.21	22:15:00	2025.67	2025.75	2024.07	2025.30	1533	0	25
2024.02.21	22:30:00	2025.30	2026.00	2025.10	2025.77	1411	0	25
2024.02.21	22:45:00	2025.83	2025.96	2024.26	2024.31	933	0	25
2024.02.21	23:00:00	2024.32	2025.09	2024.20	2024.41	507	0	25
2024.02.21	23:15:00	2024.42	2024.69	2023.90	2024.19	778	0	25
2024.02.21	23:30:00	2024.18	2025.87	2023.99	2025.52	761	0	25
2024.02.21	23:45:00	2025.53	2026.07	2024.98	2025.78	403	0	19
2024.02.22	01:00:00	2025.66	2026.71	2025.50	2026.25	373	0	25
2024.02.22	01:15:00	2026.23	2026.37	2025.71	2025.91	347	0	25
2024.02.22	01:30:00	2025.91	2026.01	2025.06	2025.46	495	0	25
2024.02.22	01:45:00	2025.47	2026.20	2025.36	2025.60	486	0	25
2024.02.22	02:00:00	2025.65	2025.65	2025.02	2025.44	423	0	25
2024.02.22	02:15:00	2025.45	2026.11	2025.17	2025.55	479	0	25
2024.02.22	02:30:00	2025.57	2026.46	2025.55	2026.38	429	0	25
2024.02.22	02:45:00	2026.31	2026.67	2025.72	2026.40	704	0	25
2024.02.22	03:00:00	2026.41	2027.60	2026.13	2026.65	1308	0	25
2024.02.22	03:15:00	2026.69	2027.82	2026.57	2027.31	841	0	25
2024.02.22	03:30:00	2027.28	2028.51	2027.18	2027.59	1266	0	25
2024.02.22	03:45:00	2027.59	2028.46	2026.70	2026.98	1050	0	25
2024.02.22	04:00:00	2026.95	2028.31	2026.43	2027.17	1158	0	25
2024.02.22	04:15:00	2027.16	2027.76	2026.48	2026.86	786	0	25
2024.02.22	04:30:00	2026.84	2027.17	2026.52	2027.10	636	0	25
2024.02.22	04:45:00	2027.09	2028.29	2027.09	2027.69	584	0	25
2024.02.22	05:00:00	2027.65	2028.25	2027.00	2027.13	424	0	25
2024.02.22	05:15:00	2027.12	2027.21	2026.72	2026.81	513	0	25
2024.02.22	05:30:00	2026.81	2027.00	2026.32	2026.65	347	0	25
2024.02.22	05:45:00	2026.65	2026.75	2026.04	2026.25	402	0	25
2024.02.22	06:00:00	2026.24	2026.62	2025.45	2026.55	444	0	25
2024.02.22	06:15:00	2026.56	2027.46	2026.32	2027.31	416	0	25
2024.02.22	06:30:00	2027.37	2028.65	2027.37	2028.58	410	0	25
2024.02.22	06:45:00	2028.58	2028.86	2028.30	2028.75	353	0	25
2024.02.22	07:00:00	2028.85	2029.96	2028.58	2029.73	485	0	25
2024.02.22	07:15:00	2029.73	2029.96	2028.53	2029.04	743	0	25
2024.02.22	07:30:00	2029.04	2029.06	2028.45	2028.84	546	0	25
2024.02.22	07:45:00	2028.79	2029.33	2028.13	2028.36	577	0	25
2024.02.22	08:00:00	2028.36	2030.10	2028.28	2029.95	623	0	25
2024.02.22	08:15:00	2029.94	2030.14	2029.60	2029.78	535	0	25
2024.02.22	08:30:00	2029.83	2030.52	2028.61	2028.73	524	0	25
2024.02.22	08:45:00	2028.64	2029.33	2028.43	2029.20	486	0	25
2024.02.22	09:00:00	2029.20	2030.53	2028.78	2029.90	766	0	25
2024.02.22	09:15:00	2029.89	2030.53	2029.62	2030.51	846	0	25
2024.02.22	09:30:00	2030.49	2031.02	2030.27	2030.69	1434	0	25
2024.02.22	09:45:00	2030.66	2031.95	2030.61	2031.42	1519	0	25
2024.02.22	10:00:00	2031.42	2034.86	2031.37	2033.95	2333	0	25
2024.02.22	10:15:00	2033.94	2034.65	2032.53	2033.70	3193	0	25
2024.02.22	10:30:00	2033.67	2034.32	2031.27	2031.48	2410	0	25
2024.02.22	10:45:00	2031.48	2033.23	2031.35	2033.21	1148	0	25
2024.02.22	11:00:00	2033.09	2033.11	2031.55	2031.85	1448	0	25
2024.02.22	11:15:00	2031.82	2032.03	2029.31	2029.68	2105	0	25
2024.02.22	11:30:00	2029.74	2030.55	2028.45	2030.02	2128	0	25
2024.02.22	11:45:00	2030.02	2030.84	2029.84	2030.24	1380	0	25
2024.02.22	12:00:00	2030.22	2030.59	2029.48	2029.84	1345	0	25
2024.02.22	12:15:00	2029.84	2031.17	2029.15	2031.04	1072	0	25
2024.02.22	12:30:00	2031.04	2031.10	2029.88	2029.98	1035	0	25
2024.02.22	12:45:00	2029.98	2030.07	2029.12	2029.40	840	0	25
2024.02.22	13:00:00	2029.43	2029.72	2027.23	2027.61	1493	0	25
2024.02.22	13:15:00	2027.61	2028.81	2027.30	2028.07	1143	0	25
2024.02.22	13:30:00	2028.07	2028.61	2027.69	2028.49	1179	0	25
2024.02.22	13:45:00	2028.49	2029.58	2028.32	2028.93	1275	0	25
2024.02.22	14:00:00	2028.93	2029.31	2028.62	2029.11	1442	0	25
2024.02.22	14:15:00	2029.11	2029.81	2028.12	2029.15	1461	0	25
2024.02.22	14:30:00	2029.12	2029.81	2028.05	2028.32	1557	0	25
2024.02.22	14:45:00	2028.32	2028.57	2027.62	2028.20	1799	0	25
2024.02.22	15:00:00	2028.20	2028.56	2027.26	2028.33	2532	0	25
2024.02.22	15:15:00	2028.33	2028.52	2024.92	2026.73	2795	0	25
2024.02.22	15:30:00	2026.74	2027.87	2023.01	2027.36	4407	0	25
2024.02.22	15:45:00	2027.29	2027.93	2023.97	2025.60	3221	0	25
2024.02.22	16:00:00	2025.61	2026.70	2024.38	2025.72	3004	0	25
2024.02.22	16:15:00	2025.71	2026.27	2024.34	2025.24	1819	0	25
2024.02.22	16:30:00	2025.24	2025.24	2021.87	2022.57	4078	0	25
2024.02.22	16:45:00	2023.67	2026.06	2022.95	2024.92	4963	0	25
2024.02.22	17:00:00	2024.90	2025.29	2020.16	2022.81	4556	0	25
2024.02.22	17:15:00	2022.81	2022.81	2020.35	2020.80	4134	0	25
2024.02.22	17:30:00	2020.70	2024.19	2020.59	2023.45	3585	0	25
2024.02.22	17:45:00	2023.45	2024.40	2023.18	2023.29	3133	0	25
2024.02.22	18:00:00	2023.33	2024.20	2022.39	2022.82	2783	0	25
2024.02.22	18:15:00	2022.84	2023.37	2022.04	2022.36	2246	0	25
2024.02.22	18:30:00	2022.43	2022.48	2020.62	2021.26	2016	0	25
2024.02.22	18:45:00	2021.26	2021.38	2019.70	2020.97	1923	0	25
2024.02.22	19:00:00	2021.28	2021.82	2020.21	2021.30	1828	0	25
2024.02.22	19:15:00	2021.30	2023.60	2021.10	2023.54	1727	0	25
2024.02.22	19:30:00	2023.65	2024.62	2023.15	2023.44	1300	0	25
2024.02.22	19:45:00	2023.44	2023.55	2022.23	2022.89	1676	0	25
2024.02.22	20:00:00	2022.90	2023.20	2020.30	2020.58	1899	0	25
2024.02.22	20:15:00	2020.58	2021.18	2019.57	2020.83	1608	0	25
2024.02.22	20:30:00	2020.83	2022.99	2020.27	2022.86	1864	0	25
2024.02.22	20:45:00	2022.86	2022.86	2021.96	2022.61	1627	0	25
2024.02.22	21:00:00	2022.62	2023.00	2022.11	2022.94	1431	0	25
2024.02.22	21:15:00	2022.94	2023.39	2022.52	2023.00	1217	0	25
2024.02.22	21:30:00	2023.00	2023.58	2022.52	2023.08	1001	0	25
2024.02.22	21:45:00	2023.09	2023.48	2022.87	2023.00	1140	0	25
2024.02.22	22:00:00	2023.02	2023.12	2022.50	2022.67	1268	0	25
2024.02.22	22:15:00	2022.65	2023.41	2022.50	2022.99	1122	0	25
2024.02.22	22:30:00	2022.95	2023.63	2022.73	2022.89	1357	0	25
2024.02.22	22:45:00	2022.92	2024.60	2022.84	2024.54	1036	0	25
2024.02.22	23:00:00	2024.51	2024.84	2024.24	2024.80	407	0	25
2024.02.22	23:15:00	2024.83	2025.01	2024.66	2024.72	227	0	25
2024.02.22	23:30:00	2024.72	2024.79	2023.88	2024.25	194	0	25
2024.02.22	23:45:00	2024.16	2024.64	2024.05	2024.55	186	0	25
2024.02.23	01:00:00	2024.22	2024.98	2024.06	2024.97	331	0	25
2024.02.23	01:15:00	2024.98	2025.99	2024.76	2025.46	562	0	25
2024.02.23	01:30:00	2025.47	2025.89	2024.31	2024.73	685	0	25
2024.02.23	01:45:00	2024.76	2025.47	2024.49	2024.69	375	0	25
2024.02.23	02:00:00	2024.69	2025.30	2024.34	2025.13	318	0	25
2024.02.23	02:15:00	2025.16	2026.10	2025.15	2025.81	257	0	25
2024.02.23	02:30:00	2025.81	2025.96	2022.73	2024.32	1229	0	25
2024.02.23	02:45:00	2024.32	2024.74	2023.71	2024.46	503	0	25
2024.02.23	03:00:00	2024.45	2026.83	2024.30	2026.75	943	0	25
2024.02.23	03:15:00	2026.74	2026.86	2025.77	2026.12	706	0	25
2024.02.23	03:30:00	2026.07	2026.93	2024.98	2026.89	994	0	25
2024.02.23	03:45:00	2026.89	2027.13	2026.26	2026.83	703	0	25
2024.02.23	04:00:00	2026.83	2027.38	2026.52	2026.64	653	0	25
2024.02.23	04:15:00	2026.64	2026.92	2025.69	2025.80	653	0	25
2024.02.23	04:30:00	2025.84	2025.86	2025.01	2025.62	404	0	25
2024.02.23	04:45:00	2025.62	2025.62	2024.21	2024.34	406	0	25
2024.02.23	05:00:00	2024.30	2025.19	2024.04	2025.06	677	0	25
2024.02.23	05:15:00	2025.14	2025.55	2025.02	2025.39	413	0	25
2024.02.23	05:30:00	2025.39	2026.23	2025.01	2026.09	454	0	25
2024.02.23	05:45:00	2026.09	2026.25	2025.29	2025.66	441	0	25
2024.02.23	06:00:00	2025.65	2026.45	2025.65	2026.35	319	0	25
2024.02.23	06:15:00	2026.34	2026.34	2026.02	2026.13	183	0	25
2024.02.23	06:30:00	2026.10	2026.22	2025.77	2025.86	207	0	25
2024.02.23	06:45:00	2025.81	2026.33	2025.72	2026.02	243	0	25
2024.02.23	07:00:00	2026.02	2026.13	2025.32	2025.48	256	0	25
2024.02.23	07:15:00	2025.53	2025.69	2025.03	2025.14	204	0	25
2024.02.23	07:30:00	2025.10	2025.10	2022.16	2022.64	990	0	25
2024.02.23	07:45:00	2022.64	2022.92	2022.15	2022.37	808	0	25
2024.02.23	08:00:00	2022.35	2022.61	2021.76	2021.79	626	0	25
2024.02.23	08:15:00	2021.78	2022.04	2018.91	2019.25	849	0	25
2024.02.23	08:30:00	2019.26	2019.77	2018.10	2019.52	870	0	25
2024.02.23	08:45:00	2019.58	2022.09	2019.53	2020.88	898	0	25
2024.02.23	09:00:00	2020.88	2021.06	2019.52	2020.56	922	0	25
2024.02.23	09:15:00	2020.54	2021.53	2020.32	2021.01	854	0	25
2024.02.23	09:30:00	2021.00	2021.76	2020.92	2021.37	1102	0	25
2024.02.23	09:45:00	2021.36	2022.42	2020.98	2021.77	1325	0	25
2024.02.23	10:00:00	2021.75	2022.59	2020.14	2020.58	2154	0	25
2024.02.23	10:15:00	2020.58	2021.70	2020.08	2020.11	1516	0	25
2024.02.23	10:30:00	2020.11	2021.37	2019.01	2019.02	1197	0	25
2024.02.23	10:45:00	2019.01	2019.54	2018.32	2019.44	999	0	25
2024.02.23	11:00:00	2019.43	2019.80	2018.52	2018.74	1163	0	25
2024.02.23	11:15:00	2018.74	2018.90	2016.83	2017.50	1628	0	25
2024.02.23	11:30:00	2017.51	2018.05	2016.41	2016.61	1258	0	25
2024.02.23	11:45:00	2016.62	2017.02	2015.99	2016.72	1172	0	25
2024.02.23	12:00:00	2016.71	2018.70	2016.55	2018.56	1136	0	25
2024.02.23	12:15:00	2018.56	2019.96	2018.50	2019.53	1411	0	25
2024.02.23	12:30:00	2019.53	2021.43	2019.26	2021.02	1205	0	25
2024.02.23	12:45:00	2021.03	2023.26	2021.03	2022.85	1704	0	25
2024.02.23	13:00:00	2022.84	2023.19	2022.17	2022.59	1479	0	25
2024.02.23	13:15:00	2022.58	2023.64	2022.57	2022.82	1369	0	25
2024.02.23	13:30:00	2022.83	2023.66	2022.04	2023.59	1324	0	25
2024.02.23	13:45:00	2023.59	2023.90	2023.10	2023.85	1115	0	25
2024.02.23	14:00:00	2023.85	2024.68	2023.03	2023.41	1509	0	25
2024.02.23	14:15:00	2023.42	2025.30	2023.36	2025.06	1434	0	25
2024.02.23	14:30:00	2025.06	2028.36	2024.64	2027.59	2769	0	25
2024.02.23	14:45:00	2027.60	2028.74	2026.98	2027.95	2424	0	25
2024.02.23	15:00:00	2027.98	2028.87	2026.75	2028.54	2588	0	25
2024.02.23	15:15:00	2028.55	2029.15	2024.99	2026.12	2668	0	25
2024.02.23	15:30:00	2026.13	2027.39	2025.57	2026.19	2821	0	25
2024.02.23	15:45:00	2026.19	2026.87	2024.40	2025.30	2889	0	25
2024.02.23	16:00:00	2025.25	2026.12	2024.70	2025.11	2646	0	25
2024.02.23	16:15:00	2025.10	2026.19	2024.54	2025.24	2239	0	25
2024.02.23	16:30:00	2025.15	2026.41	2024.11	2024.50	3894	0	25
2024.02.23	16:45:00	2024.49	2028.59	2024.25	2027.48	4006	0	25
2024.02.23	17:00:00	2027.50	2028.54	2025.63	2026.29	3460	0	25
2024.02.23	17:15:00	2026.28	2027.97	2025.72	2027.04	2748	0	25
2024.02.23	17:30:00	2027.04	2028.08	2026.92	2027.04	2467	0	25
2024.02.23	17:45:00	2027.06	2031.06	2026.89	2030.13	3044	0	25
2024.02.23	18:00:00	2030.14	2034.14	2030.14	2033.31	3448	0	25
2024.02.23	18:15:00	2033.28	2034.44	2033.06	2033.24	2977	0	25
2024.02.23	18:30:00	2033.25	2037.82	2033.25	2037.29	3397	0	25
2024.02.23	18:45:00	2037.30	2038.49	2036.92	2038.33	2679	0	25
2024.02.23	19:00:00	2038.33	2039.74	2037.35	2038.32	2712	0	25
2024.02.23	19:15:00	2038.32	2038.54	2036.37	2036.44	2244	0	25
2024.02.23	19:30:00	2036.44	2037.99	2036.44	2037.78	1773	0	25
2024.02.23	19:45:00	2037.78	2037.99	2036.43	2037.84	1629	0	25
2024.02.23	20:00:00	2037.85	2038.57	2037.82	2038.33	1454	0	25
2024.02.23	20:15:00	2038.32	2039.52	2037.41	2039.02	2151	0	25
2024.02.23	20:30:00	2039.01	2039.27	2037.53	2038.99	1363	0	25
2024.02.23	20:45:00	2038.99	2041.28	2038.93	2040.40	1542	0	25
2024.02.23	21:00:00	2040.35	2040.41	2039.72	2039.96	1358	0	25
2024.02.23	21:15:00	2039.96	2040.08	2038.32	2038.48	1189	0	25
2024.02.23	21:30:00	2038.41	2038.76	2037.83	2037.93	858	0	25
2024.02.23	21:45:00	2037.93	2038.18	2036.82	2037.26	1036	0	25
2024.02.23	22:00:00	2037.27	2037.46	2036.27	2036.37	1334	0	25
2024.02.23	22:15:00	2036.42	2037.12	2036.00	2036.62	1009	0	25
2024.02.23	22:30:00	2036.62	2036.62	2035.67	2036.15	1002	0	25
2024.02.23	22:45:00	2036.18	2036.59	2035.90	2036.53	1004	0	25
2024.02.23	23:00:00	2036.54	2036.55	2035.95	2036.08	288	0	25
2024.02.23	23:15:00	2036.04	2036.04	2035.17	2035.28	294	0	25
2024.02.23	23:30:00	2035.21	2036.05	2035.09	2035.95	263	0	25
2024.02.23	23:45:00	2035.93	2036.24	2035.46	2035.46	332	0	25
2024.02.26	01:00:00	2033.16	2034.25	2032.91	2033.66	517	0	25
2024.02.26	01:15:00	2033.65	2034.91	2033.37	2034.75	387	0	25
2024.02.26	01:30:00	2034.75	2034.75	2033.92	2034.06	422	0	25
2024.02.26	01:45:00	2034.12	2034.49	2033.73	2033.95	312	0	25
2024.02.26	02:00:00	2033.95	2033.97	2032.66	2033.28	779	0	25
2024.02.26	02:15:00	2033.34	2033.64	2031.96	2032.08	612	0	25
2024.02.26	02:30:00	2032.13	2032.43	2030.39	2030.51	958	0	25
2024.02.26	02:45:00	2030.51	2030.90	2029.91	2030.27	852	0	25
2024.02.26	03:00:00	2030.29	2032.29	2029.86	2032.13	1569	0	25
2024.02.26	03:15:00	2032.15	2032.96	2031.47	2032.57	1030	0	25
2024.02.26	03:30:00	2032.55	2033.84	2032.25	2033.62	949	0	25
2024.02.26	03:45:00	2033.61	2033.98	2031.20	2031.20	770	0	25
2024.02.26	04:00:00	2031.18	2031.82	2030.80	2031.53	984	0	25
2024.02.26	04:15:00	2031.53	2031.69	2030.61	2030.93	872	0	25
2024.02.26	04:30:00	2030.93	2031.65	2030.74	2031.24	688	0	25
2024.02.26	04:45:00	2031.27	2031.35	2030.73	2030.84	558	0	25
2024.02.26	05:00:00	2030.87	2031.29	2030.64	2030.74	375	0	25
2024.02.26	05:15:00	2030.74	2031.72	2030.74	2031.48	437	0	25
2024.02.26	05:30:00	2031.48	2031.72	2031.29	2031.62	375	0	25
2024.02.26	05:45:00	2031.62	2032.51	2031.62	2032.49	413	0	25
2024.02.26	06:00:00	2032.48	2032.60	2032.06	2032.38	384	0	25
2024.02.26	06:15:00	2032.38	2032.89	2032.18	2032.20	312	0	25
2024.02.26	06:30:00	2032.20	2032.84	2032.13	2032.80	353	0	25
2024.02.26	06:45:00	2032.80	2032.80	2032.03	2032.19	282	0	25
2024.02.26	07:00:00	2032.15	2032.84	2032.13	2032.72	420	0	25
2024.02.26	07:15:00	2032.72	2033.40	2032.50	2033.17	473	0	25
2024.02.26	07:30:00	2033.16	2033.40	2032.43	2033.00	800	0	25
2024.02.26	07:45:00	2033.01	2034.16	2032.96	2032.96	705	0	25
2024.02.26	08:00:00	2032.95	2032.96	2031.79	2031.93	717	0	25
2024.02.26	08:15:00	2031.93	2033.28	2031.82	2033.26	566	0	25
2024.02.26	08:30:00	2033.22	2033.84	2032.94	2033.68	641	0	25
2024.02.26	08:45:00	2033.67	2033.67	2032.47	2032.61	528	0	25
2024.02.26	09:00:00	2032.61	2035.02	2032.30	2034.19	727	0	25
2024.02.26	09:15:00	2034.18	2035.04	2033.57	2035.01	814	0	25
2024.02.26	09:30:00	2034.98	2035.23	2033.60	2033.74	1249	0	25
2024.02.26	09:45:00	2033.72	2035.03	2033.71	2035.01	1342	0	25
2024.02.26	10:00:00	2035.00	2035.50	2034.16	2034.78	1970	0	25
2024.02.26	10:15:00	2034.78	2036.24	2034.74	2036.17	1535	0	25
2024.02.26	10:30:00	2036.20	2036.97	2034.28	2034.57	1413	0	25
2024.02.26	10:45:00	2034.56	2035.73	2033.56	2033.98	1705	0	25
2024.02.26	11:00:00	2033.96	2034.36	2033.21	2033.26	1634	0	25
2024.02.26	11:15:00	2033.26	2034.01	2032.89	2033.10	1207	0	25
2024.02.26	11:30:00	2033.09	2034.22	2032.64	2033.48	1527	0	25
2024.02.26	11:45:00	2033.48	2033.53	2032.15	2033.02	882	0	25
2024.02.26	12:00:00	2033.00	2035.36	2032.87	2035.28	1180	0	25
2024.02.26	12:15:00	2035.31	2035.40	2033.63	2034.84	932	0	25
2024.02.26	12:30:00	2034.84	2035.14	2032.87	2033.08	1973	0	25
2024.02.26	12:45:00	2033.08	2033.20	2031.62	2032.09	1546	0	25
2024.02.26	13:00:00	2032.09	2032.65	2030.86	2032.48	1743	0	25
2024.02.26	13:15:00	2032.48	2032.89	2031.85	2032.49	1381	0	25
2024.02.26	13:30:00	2032.49	2032.94	2031.58	2031.69	1198	0	25
2024.02.26	13:45:00	2031.70	2031.93	2030.81	2030.84	1465	0	25
2024.02.26	14:00:00	2030.84	2031.80	2030.67	2031.68	1252	0	25
2024.02.26	14:15:00	2031.70	2033.06	2031.15	2033.00	1299	0	25
2024.02.26	14:30:00	2033.02	2033.22	2032.45	2033.11	1028	0	25
2024.02.26	14:45:00	2033.03	2034.05	2032.52	2032.83	1478	0	25
2024.02.26	15:00:00	2032.81	2033.58	2031.86	2032.87	2411	0	25
2024.02.26	15:15:00	2032.89	2032.91	2031.58	2032.12	2287	0	25
2024.02.26	15:30:00	2032.11	2034.37	2031.97	2034.02	2416	0	25
2024.02.26	15:45:00	2034.02	2034.14	2032.09	2032.59	2147	0	25
2024.02.26	16:00:00	2032.60	2032.85	2027.70	2028.32	2282	0	25
2024.02.26	16:15:00	2028.32	2029.84	2027.10	2027.94	2191	0	25
2024.02.26	16:30:00	2027.95	2028.05	2025.72	2028.01	3451	0	25
2024.02.26	16:45:00	2028.01	2029.05	2027.06	2027.51	2684	0	25
2024.02.26	17:00:00	2027.58	2028.65	2026.19	2026.41	3605	0	25
2024.02.26	17:15:00	2026.41	2027.11	2025.46	2026.85	2240	0	25
2024.02.26	17:30:00	2026.86	2028.42	2025.00	2028.34	2444	0	25
2024.02.26	17:45:00	2028.31	2030.08	2027.44	2029.07	2115	0	25
2024.02.26	18:00:00	2029.09	2029.38	2026.50	2027.34	2122	0	25
2024.02.26	18:15:00	2027.34	2028.26	2026.59	2027.41	1863	0	25
2024.02.26	18:30:00	2027.41	2028.26	2026.61	2026.87	2210	0	25
2024.02.26	18:45:00	2026.89	2028.35	2026.70	2027.71	1693	0	25
2024.02.26	19:00:00	2027.73	2027.89	2026.47	2026.78	1541	0	25
2024.02.26	19:15:00	2026.78	2028.20	2026.61	2028.09	1533	0	25
2024.02.26	19:30:00	2028.09	2028.09	2026.89	2027.42	1417	0	25
